movie_id,movie_key,movie_folder,primary_video_path,primary_video_original_name,primary_video_canonical_name,primary_video_confidence,video_candidate_count,auxiliary_video_count,multiple_full_movie_candidates,external_subtitle_count,english_external_subtitle_count,embedded_subtitle_count,has_english_subtitle,image_asset_count,release_metadata_count,archive_count,unknown_file_count,rename_required,rename_status,cleanup_candidate_count,cleanup_status,manual_review_required,manual_review_reasons
tt1403865,tt1403865_TrueGrit,tt1403865_TrueGrit,,,,none,0,0,False,1,0,0,False,0,2,0,0,False,NOT_REQUIRED,2,PLANNED,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt14230458,tt14230458_PoorThings,tt14230458_PoorThings,tt14230458_PoorThings/特效字幕Poor.Things.2023.BD1080P.X265.10Bit.AC3.DDP5.1.English.CHS-ENG.JKYY.mp4,特效字幕Poor.Things.2023.BD1080P.X265.10Bit.AC3.DDP5.1.English.CHS-ENG.JKYY.mp4,tt14230458_PoorThings.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt1454029,tt1454029_TheHelp,tt1454029_TheHelp,,,,none,0,0,False,2,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1454468,tt1454468_Gravity,tt1454468_Gravity,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1478338,tt1478338_Bridesmaids,tt1478338_Bridesmaids,,,,none,0,0,False,1,0,0,False,3,2,0,0,False,NOT_REQUIRED,5,PLANNED,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt14849194,tt14849194_TheHoldovers,tt14849194_TheHoldovers,tt14849194_TheHoldovers/留校联盟.The.Holdovers.2023.HD1080P.霓虹狮子_.中英双字.霸王龙压制组T-Rex.mp4,留校联盟.The.Holdovers.2023.HD1080P.霓虹狮子_.中英双字.霸王龙压制组T-Rex.mp4,tt14849194_TheHoldovers.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt14905854,tt14905854_Hamnet,tt14905854_Hamnet,tt14905854_Hamnet/Hamnet.哈姆奈特.2025.1080p.中英字幕.mp4.mp4,Hamnet.哈姆奈特.2025.1080p.中英字幕.mp4.mp4,tt14905854_Hamnet.mp4,high,1,0,False,1,1,0,True,0,0,0,0,True,PLANNED,0,NONE,False,
tt14961016,tt14961016_ImStillHere,tt14961016_ImStillHere,tt14961016_ImStillHere/中英双字.mp4,中英双字.mp4,tt14961016_ImStillHere.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt1504320,tt1504320_TheKingsSpeech,tt1504320_TheKingsSpeech,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1517268,tt1517268_Barbie,tt1517268_Barbie,tt1517268_Barbie/Barbie.2023.1080p.MA.WEB-DL.DDP5.1.Atmos.H264-PandaQT.mkv,Barbie.2023.1080p.MA.WEB-DL.DDP5.1.Atmos.H264-PandaQT.mkv,tt1517268_Barbie.mkv,high,1,0,False,0,0,36,True,0,0,0,0,True,PLANNED,0,NONE,False,
tt1517451,tt1517451_AStarIsBorn,tt1517451_AStarIsBorn,tt1517451_AStarIsBorn/[一个明星的诞生].A.Star.Is.Born.2018.BluRay.1080p.x264.DTS-CMCT.mkv,[一个明星的诞生].A.Star.Is.Born.2018.BluRay.1080p.x264.DTS-CMCT.mkv,tt1517451_AStarIsBorn.mkv,high,1,0,False,0,0,5,True,2,1,0,0,True,PLANNED,3,PLANNED,False,
tt1535109,tt1535109_CaptainPhillips,tt1535109_CaptainPhillips,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt15398776,tt15398776_Oppenheimer,tt15398776_Oppenheimer,tt15398776_Oppenheimer/奥本海默 .mp4,奥本海默 .mp4,tt15398776_Oppenheimer.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt1542344,tt1542344_127Hours,tt1542344_127Hours,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1560747,tt1560747_TheMaster,tt1560747_TheMaster,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1568346,tt1568346_TheGirlwiththeDragonTattoo,tt1568346_TheGirlwiththeDragonTattoo,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1602098,tt1602098_AlbertNobbs,tt1602098_AlbertNobbs,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1602620,tt1602620_Amour,tt1602620_Amour,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1655389,tt1655389_Blonde,tt1655389_Blonde,tt1655389_Blonde/Blonde.2022.金发梦露.中英字幕.1080p.mp4,Blonde.2022.金发梦露.中英字幕.1080p.mp4,tt1655389_Blonde.mp4,high,1,0,False,0,0,0,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt1655420,tt1655420_MyWeekwithMarilyn,tt1655420_MyWeekwithMarilyn,,,,none,0,0,False,2,0,0,False,3,2,0,0,False,NOT_REQUIRED,5,PLANNED,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1655442,tt1655442_TheArtist,tt1655442_TheArtist,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt17009710,tt17009710_AnatomyOfAFall,tt17009710_AnatomyOfAFall,tt17009710_AnatomyOfAFall/Anatomy.of.a.Fall.2023.1080p.BluRay.x264.DTS-SONYHD.mkv,Anatomy.of.a.Fall.2023.1080p.BluRay.x264.DTS-SONYHD.mkv,tt17009710_AnatomyOfAFall.mkv,high,1,0,False,1,0,2,False,0,0,0,0,True,PLANNED,0,NONE,False,
tt1707386,tt1707386_LesMiserables,tt1707386_LesMiserables,,,,none,0,0,False,2,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1727824,tt1727824_BohemianRhapsody,tt1727824_BohemianRhapsody,tt1727824_BohemianRhapsody/Bohemian.Rhapsody.2018.BluRay.1080p.x265.10bit.MNHD-FRDS.mkv,Bohemian.Rhapsody.2018.BluRay.1080p.x265.10bit.MNHD-FRDS.mkv,tt1727824_BohemianRhapsody.mkv,high,1,0,False,0,0,5,True,0,1,0,0,True,PLANNED,1,PLANNED,False,
tt17526714,tt17526714_TheSubstance,tt17526714_TheSubstance,tt17526714_TheSubstance/The.Substance.2024.1080p.BluRay.x265.10bit.DTS.mkv,The.Substance.2024.1080p.BluRay.x265.10bit.DTS.mkv,tt17526714_TheSubstance.mkv,high,1,0,False,0,0,5,True,0,0,0,0,True,PLANNED,0,NONE,False,
tt1790885,tt1790885_ZeroDarkThirty,tt1790885_ZeroDarkThirty,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1800241,tt1800241_AmericanHustle,tt1800241_AmericanHustle,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt1821549,tt1821549_Nebraska,tt1821549_Nebraska,,,,none,0,0,False,0,0,0,False,0,0,0,0,False,NOT_REQUIRED,0,NONE,True,NO_USABLE_PRIMARY_VIDEO;MANUAL_REVIEW
tt18382850,tt18382850_IfIHadLegsIdKickYou,tt18382850_IfIHadLegsIdKickYou,tt18382850_IfIHadLegsIdKickYou/如果有腿，我会踢你.2025.BD1080P.mp4,如果有腿，我会踢你.2025.BD1080P.mp4,tt18382850_IfIHadLegsIdKickYou.mp4,high,1,0,False,1,1,0,True,0,0,0,0,True,PLANNED,0,NONE,False,
