movie_key,source_relpath,action,category,destination_relpath,status,reason
tt1045658_SilverLiningsPlaybook,tt1045658_SilverLiningsPlaybook/clearlogo.png,QUARANTINE,IMAGE_ASSET,tt1045658_SilverLiningsPlaybook/clearlogo.png,PLANNED,safe cleanup category
tt1045658_SilverLiningsPlaybook,tt1045658_SilverLiningsPlaybook/fanart.jpg,QUARANTINE,IMAGE_ASSET,tt1045658_SilverLiningsPlaybook/fanart.jpg,PLANNED,safe cleanup category
tt1045658_SilverLiningsPlaybook,tt1045658_SilverLiningsPlaybook/movie.nfo,QUARANTINE,RELEASE_METADATA,tt1045658_SilverLiningsPlaybook/movie.nfo,PLANNED,safe cleanup category
tt1045658_SilverLiningsPlaybook,tt1045658_SilverLiningsPlaybook/poster.jpg,QUARANTINE,IMAGE_ASSET,tt1045658_SilverLiningsPlaybook/poster.jpg,PLANNED,safe cleanup category
tt1045658_SilverLiningsPlaybook,tt1045658_SilverLiningsPlaybook/乌云背后的幸福线 Silver Linings Playbook 1080p remux (2012).nfo,QUARANTINE,RELEASE_METADATA,tt1045658_SilverLiningsPlaybook/乌云背后的幸福线 Silver Linings Playbook 1080p remux (2012).nfo,PLANNED,safe cleanup category
tt10514222_MaRaineysBlackBottom,tt10514222_MaRaineysBlackBottom/Ma.Raineys.Black.Bottom.2020.1080p.mp4,RENAME,PRIMARY_VIDEO,tt10514222_MaRaineysBlackBottom/tt10514222_MaRaineysBlackBottom.mp4,PLANNED,canonical primary filename
tt10612922_OneNightinMiami,tt10612922_OneNightinMiami/One.Night.in.Miami.2020.1080p.中英字幕.mp4,RENAME,PRIMARY_VIDEO,tt10612922_OneNightinMiami/tt10612922_OneNightinMiami.mp4,PLANNED,canonical primary filename
tt10618286_Mank,tt10618286_Mank/Mank.2020.2160p.Web.SDR.DDP5.1-老K.mkv,RENAME,PRIMARY_VIDEO,tt10618286_Mank/tt10618286_Mank.mkv,PLANNED,canonical primary filename
tt1070874_TheTrialoftheChicago7,tt1070874_TheTrialoftheChicago7/芝加哥.mp4,RENAME,PRIMARY_VIDEO,tt1070874_TheTrialoftheChicago7/tt1070874_TheTrialoftheChicago7.mp4,PLANNED,canonical primary filename
tt1120985_BlueValentine,tt1120985_BlueValentine/【必看】防走失!更多实时同步更新优品资源/更多资源进群加VX：kj66zj88.jpg,QUARANTINE,IMAGE_ASSET,tt1120985_BlueValentine/【必看】防走失!更多实时同步更新优品资源/更多资源进群加VX：kj66zj88.jpg,PLANNED,safe cleanup category
tt1125849_TheWrestler,tt1125849_TheWrestler/摔角王.2008.BD1080P.AAC.H264.CHS-ENG.mp4,RENAME,PRIMARY_VIDEO,tt1125849_TheWrestler/tt1125849_TheWrestler.mp4,PLANNED,canonical primary filename
tt11563598_ACompleteUnkown,tt11563598_ACompleteUnkown/1080中英.mp4,RENAME,PRIMARY_VIDEO,tt11563598_ACompleteUnkown/tt11563598_ACompleteUnkown.mp4,PLANNED,canonical primary filename
tt11813216_TheBansheesOfInisherin,tt11813216_TheBansheesOfInisherin/The Banshees of Inisherin.2022.1080p.Blu-ray.DTS 5.1.H.265.mkv,RENAME,PRIMARY_VIDEO,tt11813216_TheBansheesOfInisherin/tt11813216_TheBansheesOfInisherin.mkv,PLANNED,canonical primary filename
tt11813216_TheBansheesOfInisherin,tt11813216_TheBansheesOfInisherin/The Banshees of Inisherin.2022.1080p.Blu-ray.DTS 5.1.H.265.nfo,QUARANTINE,RELEASE_METADATA,tt11813216_TheBansheesOfInisherin/The Banshees of Inisherin.2022.1080p.Blu-ray.DTS 5.1.H.265.nfo,PLANNED,safe cleanup category
tt1193138_UpintheAir,tt1193138_UpintheAir/抖音快手代发睁米.jpg,QUARANTINE,IMAGE_ASSET,tt1193138_UpintheAir/抖音快手代发睁米.jpg,PLANNED,safe cleanup category
tt12300742_Bugonia,tt12300742_Bugonia/【4KUHD】拯救地球.中英双字.Bugonia.2025.BluRay.2160p.TrueHD7.1.HDR.x265.10bit.mkv,RENAME,PRIMARY_VIDEO,tt12300742_Bugonia/tt12300742_Bugonia.mkv,PLANNED,canonical primary filename
tt12300742_Bugonia,tt12300742_Bugonia/Bugonia.2025.1080p.BluRay.x264.AAC5.1-[YTS.LT]ENG-en.srt,RENAME,ENGLISH_SUBTITLE,tt12300742_Bugonia/tt12300742_Bugonia.en.srt,PLANNED,canonical English subtitle filename
tt12536294_Spencer,tt12536294_Spencer/Spencer.2021.BluRay.1080p.DTS-HD.MA.5.1.x265-OPT.mkv,RENAME,PRIMARY_VIDEO,tt12536294_Spencer/tt12536294_Spencer.mkv,PLANNED,canonical primary filename
tt12618926_Parallelmothers,tt12618926_Parallelmothers/Madres.paralelas.AKA.Parallel.Mothers.2021.1080p.BluRay.DD+5.1.x265.10bit-NewHD.mkv,RENAME,PRIMARY_VIDEO,tt12618926_Parallelmothers/tt12618926_Parallelmothers.mkv,PLANNED,canonical primary filename
tt1262426_Wicked,tt1262426_Wicked/魔法坏女巫.Wicked.2024.1080p.BluRay.CHS&ENG-HAN.CHAOSPACE.mp4,RENAME,PRIMARY_VIDEO,tt1262426_Wicked/tt1262426_Wicked.mp4,PLANNED,canonical primary filename
tt12789558_Belfast,tt12789558_Belfast/Belfast.2021.2160p.WEB-DL.x265.10bit.SDR.DDP5.1.Atmos-NOGRP.mkv,RENAME,PRIMARY_VIDEO,tt12789558_Belfast/tt12789558_Belfast.mkv,PLANNED,canonical primary filename
tt1285016_TheSocialNetwork,tt1285016_TheSocialNetwork/season.nfo,QUARANTINE,RELEASE_METADATA,tt1285016_TheSocialNetwork/season.nfo,PLANNED,safe cleanup category
tt1285016_TheSocialNetwork,tt1285016_TheSocialNetwork/社交网络 2160p remux (2010).nfo,QUARANTINE,RELEASE_METADATA,tt1285016_TheSocialNetwork/社交网络 2160p remux (2010).nfo,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/movie.nfo,QUARANTINE,RELEASE_METADATA,tt1291584_Warrior/movie.nfo,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-banner.jpg,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-banner.jpg,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-clearart.png,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-clearart.png,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-clearlogo.png,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-clearlogo.png,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-discart.png,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-discart.png,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-fanart.jpg,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-fanart.jpg,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-keyart.jpg,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-keyart.jpg,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-landscape.jpg,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-landscape.jpg,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-poster.jpg,QUARANTINE,IMAGE_ASSET,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos-poster.jpg,PLANNED,safe cleanup category
tt1291584_Warrior,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos.nfo,QUARANTINE,RELEASE_METADATA,tt1291584_Warrior/勇士 (2011) 2160p TrueHD Atmos.nfo,PLANNED,safe cleanup category
tt1312221_Frankenstein,tt1312221_Frankenstein/Frankenstein.2025.1080p.NF.WEB-DL.H.264.DDP5.1.Atmos.mkv,RENAME,PRIMARY_VIDEO,tt1312221_Frankenstein/tt1312221_Frankenstein.mkv,PLANNED,canonical primary filename
tt1312221_Frankenstein,tt1312221_Frankenstein/Frankenstein.2025.1080p.WEBRip.x264.AAC5.1-LAMA-en.srt,RENAME,ENGLISH_SUBTITLE,tt1312221_Frankenstein/tt1312221_Frankenstein.en.srt,PLANNED,canonical English subtitle filename
